"","OTU002","OTU003","OTU005","OTU006","OTU007","OTU008","OTU019","OTU020","OTU025","OTU026","OTU027","OTU028","OTU042","OTU044","OTU046","OTU049","OTU053","OTU055","OTU056","OTU058","OTU059","OTU063","OTU066","OTU068","OTU071","OTU074","OTU075","OTU076","OTU079","OTU080","OTU083","OTU090","OTU091","OTU093","OTU100","OTU103","OTU104","OTU112","OTU116","OTU118","OTU120","OTU122","OTU134"
"E02_T011_S004",0.000427540529853697,0,0,0,0.000148279952550415,0,0,0,0,1.97706603400554e-05,0,2.22419928825623e-05,0,4.94266508501384e-06,1.97706603400554e-05,9.88533017002768e-06,0,0,8.64966389877422e-05,1.97706603400554e-05,0,6.42546461051799e-05,2.71846579675761e-05,0,0,2.47133254250692e-05,4.94266508501384e-06,0,1.97706603400554e-05,4.94266508501384e-06,0,0,0,0,0,0,0,0,0,0,0,6.91973111901938e-05,2.47133254250692e-06
"E02_T011_S005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356217872676947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T011_S006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72993277975484e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T011_S007",0.000486852510873863,0,0,0,0.000168050612890471,0,0,0,0,7.41399762752076e-06,0,2.71846579675761e-05,0,1.48279952550415e-05,1.97706603400554e-05,0,0,0,8.15539739027284e-05,1.97706603400554e-05,0,0.000101324634242784,6.42546461051799e-05,0,0,3.45986555950969e-05,2.47133254250692e-06,0,1.23566627125346e-05,7.41399762752076e-06,0,0,0,0,0,0,0,0,0,0,0,4.94266508501384e-05,0
"E02_T011_S008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47133254250692e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T011_S009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T012_S001",0.452175407888979,0,0.00117522035381634,3.75070325686066e-05,0.135834844033256,3.12558604738388e-06,0,0,0,0,0,0,0,0,0,0,0,0.00873288741639057,0.0970338188410327,0,0,0.0852784897168219,0.0231793461273989,0,0,0.0455335375382884,0,0,0,0,0.0282302931799712,0,0.04946239919985,0,0,0,0,0,0,1.87535162843033e-05,0,0.0733043695692942,0
"E02_T012_S002",0.000121897855847972,0,0,0,4.06326186159905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18791023316872e-05,0,0,3.12558604738388e-05,3.12558604738388e-06,0,0,1.25023441895355e-05,0,0,0,0,3.12558604738388e-06,0,9.37675814215165e-06,0,0,0,0,0,0,0,0,2.8130274426455e-05,0
"E02_T012_S003",0.000253172469838095,0,0,0,4.68837907107583e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50046883790711e-05,0,0,3.75070325686066e-05,9.37675814215165e-06,0,0,2.18791023316872e-05,0,0,0,0,1.56279302369194e-05,0,1.25023441895355e-05,0,0,0,0,0,0,0,0,2.50046883790711e-05,0
"E02_T012_S004",0.00032193536288054,0,3.12558604738388e-06,0,0.000137525786084891,0,0,0,0,0,0,0,0,0,0,0,0,6.25117209476777e-06,9.68931674689004e-05,0,0,6.25117209476777e-05,4.06326186159905e-05,0,0,5.62605488529099e-05,0,0,0,0,1.56279302369194e-05,0,3.12558604738388e-05,0,0,0,0,0,0,0,0,5.00093767581421e-05,0
"E02_T012_S005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T012_S006",1.25023441895355e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T012_S007",0.000506344939676189,0,0,0,0.000121897855847972,0,0,0,0,0,0,0,0,0,0,0,0,1.56279302369194e-05,9.37675814215165e-05,0,0,9.68931674689004e-05,1.25023441895355e-05,0,0,5.93861349002938e-05,0,0,0,0,3.12558604738388e-05,0,4.06326186159905e-05,0,0,0,0,0,0,0,0,9.06419953741326e-05,0
"E02_T012_S008",6.25117209476777e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02_T012_S009",0.0172313558792274,0,3.43814465212227e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
