"","OTU001","OTU002","OTU003","OTU004","OTU005","OTU006","OTU007","OTU008","OTU009","OTU010","OTU011","OTU012","OTU013","OTU014","OTU015","OTU016","OTU017","OTU018","OTU019","OTU020","OTU021","OTU022","OTU023","OTU024","OTU025","OTU026","OTU027","OTU028","OTU029","OTU030","OTU032","OTU033","OTU034","OTU035","OTU036","OTU037","OTU038","OTU039","OTU040","OTU041","OTU042","OTU043","OTU044","OTU045","OTU046","OTU047","OTU049","OTU050","OTU051","OTU052","OTU053","OTU054","OTU055","OTU056","OTU057","OTU058","OTU059","OTU060","OTU061","OTU062","OTU063","OTU064","OTU065","OTU066","OTU067","OTU068","OTU069","OTU070","OTU071","OTU072","OTU073","OTU074","OTU075","OTU076","OTU077","OTU078","OTU079","OTU080","OTU081","OTU082","OTU083","OTU084","OTU085","OTU086","OTU087","OTU088","OTU089","OTU090","OTU091","OTU092","OTU093","OTU094","OTU095","OTU096","OTU097","OTU098","OTU099","OTU100","OTU101","OTU102","OTU103","OTU104","OTU105","OTU106","OTU107","OTU108","OTU109","OTU110","OTU111","OTU112","OTU113","OTU115","OTU116","OTU117","OTU118","OTU119","OTU120","OTU121","OTU122","OTU123","OTU124","OTU125","OTU126","OTU127","OTU128","OTU129","OTU130","OTU131","OTU132","OTU133","OTU134","OTU135","OTU136","OTU137"
"E03_T004_S005",0,9940,0,0,40,0,10284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,407,0,0,0,0,0,0,0,616,0,0,5171,0,0,0,0,0,776,3420,0,0,2548,0,1383,0,0,1486,0,703,0,0,0,0,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4197,0,4,0,0,0,0,354,0,0,0,0,0,0,0,0
"E03_T004_S006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S007",0,0,6779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009,0,0,0,0,0,14092,0,0,0,0,0,0,0,0,10313,11753,6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3797,0,0,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S008",0,0,3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4609,0,0,0,0,0,4563,0,0,0,0,0,0,0,0,11989,1678,17667,0,0,0,0,0,0,0,0,4476,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,0,0,7163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S009",0,0,11028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,0,0,0,0,0,13505,0,0,0,0,0,0,0,0,7661,8941,7527,0,0,0,0,0,0,0,0,8452,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4919,0,0,7219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S010",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,5521,0,0,0,0,0,0,0,0,6262,4458,21399,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15047,0,0,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S011",0,0,11574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11201,0,0,0,0,0,5588,0,0,0,0,0,0,0,0,1814,7505,7553,0,0,0,0,0,0,0,0,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224,0,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T004_S012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S001",0,17856,0,0,95,0,10035,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,35,2497,0,0,0,0,0,0,0,0,0,554,0,885,2947,0,0,0,0,0,207,1543,0,0,1717,0,530,0,0,0,0,0,1669,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,4963,0,8,0,0,0,495,0,0,0,0,0,0,0,0,0
"E03_T005_S002",0,18067,0,0,80,0,9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,2607,0,0,0,0,0,0,0,0,3,0,0,2,626,0,174,0,0,0,0,0,0,0,159,0,1381,3012,0,0,0,0,420,340,2117,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,3,1,0,0,0,176,0,0,0,0,1091,0,0,0
"E03_T005_S003",0,28827,0,0,123,0,18713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,1257,0,0,0,0,0,776,0,0,40,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,649,3911,0,0,6750,524,0,555,0,0,0,0,3991,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,1088,0,0,0,0,0,0,19,1906,0,0,4764,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S004",0,36274,0,0,180,0,7750,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1263,0,0,975,0,0,0,0,0,0,0,0,14,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,305,2364,0,0,1157,0,0,713,8867,0,0,1156,0,751,0,0,0,0,0,4200,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,339,0,0,0,4606,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S005",0,20741,0,0,104,0,14732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,5,0,0,7,748,0,0,0,0,0,0,0,0,0,0,0,0,3105,0,0,0,0,0,274,4530,0,0,1695,0,0,0,0,0,0,0,1202,0,0,0,544,0,559,0,0,0,0,0,0,0,0,0,1094,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,2091,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S006",0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S007",0,211,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,3116,0,0,0,0,0,0,0,0,1076,554,479,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S008",0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,2235,1301,1147,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S009",0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,0,0,0,0,0,9368,0,0,0,0,0,0,0,0,8098,1259,7898,0,0,0,0,0,0,0,0,3646,0,0,0,0,0,0,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3987,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S010",0,0,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3745,0,0,0,0,0,7474,0,0,0,0,0,0,0,0,5680,1438,6995,0,0,0,0,0,0,0,0,2538,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639,0,0,6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S011",0,0,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,3421,1218,2140,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T005_S012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S001",0,28323,0,0,74,0,13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,8,0,0,0,11,0,262,0,0,0,0,0,0,0,0,0,436,2067,624,0,0,0,0,267,822,0,0,0,0,0,0,0,1091,0,0,4336,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,3056,0,9,2,942,0,0,0,0,0,0,0,1065,0,0,0
"E03_T006_S002",0,46233,0,0,116,0,21351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,22,1237,0,0,12021,0,0,0,0,0,1959,7935,0,0,3844,0,2139,0,0,0,0,0,3159,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,2766,0,0,0,0,0,0,0,0,0,2363,0,0,0,0,389,0,0,0,1478,0,0,0,0,111,0,0,0,7715,0,26,12,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S003",0,18434,0,0,154,0,19527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,282,0,0,0,0,0,0,0,17,0,0,6364,0,0,0,0,0,633,4438,0,0,0,0,0,0,0,0,0,0,6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,1210,0,0,5,0,0,0,6027,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S004",0,24243,0,0,53,0,7283,0,0,0,0,0,0,0,0,0,0,0,450,978,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,21,0,0,14,391,0,335,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,263,2892,0,0,2273,0,0,0,0,0,0,0,2418,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,1846,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S005",0,19374,0,0,56,0,11699,0,0,0,0,0,0,0,0,0,20,0,0,692,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,908,0,322,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,0,0,591,6136,0,0,1065,0,0,0,0,1335,0,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S007",0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,0,0,0,0,2283,0,0,0,0,0,0,0,0,4365,1813,1982,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S008",0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,3465,0,0,0,0,0,0,0,0,959,2302,1277,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S009",0,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4718,0,0,0,0,0,7937,0,0,0,0,0,0,0,0,14732,5245,8681,0,0,0,0,0,0,0,0,4084,0,0,0,0,0,0,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S010",0,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,5109,0,0,0,0,0,0,0,0,6827,1359,3410,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S011",0,0,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,1370,2064,427,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T006_S012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S001",0,15422,0,0,428,0,7236,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,340,0,0,829,0,0,0,0,0,0,0,0,2,0,0,0,120,0,424,0,0,0,0,0,0,0,0,0,318,1468,0,0,0,0,301,175,1718,0,0,1859,0,256,0,0,0,0,0,699,0,0,0,0,0,849,0,0,138,0,0,0,0,0,0,0,319,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,312,0,2653,0,7,5,0,0,0,0,0,0,0,0,553,0,0,0
"E03_T007_S002",0,17162,0,0,86,0,5461,313,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,330,657,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,106,0,81,0,0,0,0,0,0,0,680,0,325,2252,0,0,0,0,0,221,1958,0,0,1817,0,0,0,0,0,0,0,1017,506,0,0,0,0,978,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,49,0,421,0,0,34,0,393,0,1613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S003",0,24553,0,0,113,0,8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,550,0,20,0,0,25,886,0,397,0,0,0,0,0,0,0,170,0,202,4637,476,0,1007,0,178,1060,3707,0,0,3319,0,0,0,0,0,0,0,2413,468,0,0,249,0,800,0,0,488,0,0,0,378,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,4603,0,36,5,0,0,0,0,0,0,0,0,435,0,0,0
"E03_T007_S004",0,32310,250,0,152,0,16140,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,33,1349,0,0,0,0,0,369,585,0,13,0,0,1,159,0,1458,0,0,0,0,0,0,0,951,0,279,8215,0,31,0,0,0,1064,7027,0,0,4056,0,0,0,0,0,1042,0,3376,1544,0,0,1133,0,1267,0,0,924,0,0,0,0,0,0,0,888,0,1566,0,0,0,0,0,0,0,0,0,1390,0,0,995,0,0,0,0,0,0,0,0,0,0,4,0,1156,0,4695,0,22,6,0,0,0,0,0,0,0,0,523,0,0,0
"E03_T007_S005",0,36070,0,0,165,0,16816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,1304,0,0,1762,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,666,2169,0,0,734,0,0,257,6337,0,0,1230,0,0,0,0,0,0,0,1979,292,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,126,189,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,666,0,236,0,0,0,0,0,0,0,0,4035,0,10,3,0,0,0,0,0,0,0,0,1115,0,0,0
"E03_T007_S006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S007",0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,2202,0,0,0,0,0,0,0,0,3875,692,1170,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S008",0,0,8562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220,0,0,0,0,0,6914,0,0,0,0,0,0,0,1,5297,4491,5014,0,0,0,0,0,0,0,0,3113,0,0,0,0,0,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S009",0,866,9034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267,0,0,0,0,0,4676,0,0,0,0,0,0,0,0,8446,3183,6702,127,0,0,0,0,0,0,0,4544,0,0,0,0,0,0,8187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,0,0,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S010",0,833,2290,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994,0,0,0,0,0,7786,0,0,0,0,0,0,0,0,9566,1611,3022,0,0,0,0,0,0,1,0,1180,0,0,0,19,544,0,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565,0,0,4417,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S011",0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,848,0,0,0,0,0,0,0,0,583,620,173,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T007_S012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T008_S001",0,9770,0,0,20,0,5159,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,126,0,112,0,0,0,0,0,0,0,0,4,0,0,0,54,0,69,0,0,1,0,0,0,0,0,0,0,2839,0,0,0,143,0,461,1798,0,0,128,73,0,0,0,244,0,0,1273,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,140,0,0,258,0,0,0,0,0,0,175,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,1,2,0,286,0,0,0,0,0,0,95,0,0,0
"E03_T008_S002",0,20270,0,0,54,0,9296,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,659,0,0,0,0,0,0,0,0,15,0,0,2,330,0,47,0,0,0,0,0,0,0,787,0,30,2527,0,0,0,0,0,511,4510,0,0,1715,299,0,0,377,789,0,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0
